OBJECTID,pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,Shape_Length
11,U507P11,U507S1E3,U507N5,2,1,,,,0.00013038404810620144
1,U957P1,U957Z101P,U957Z102P,1,1,,,,0.00013892443987517352
2,U957P2,U957Z101P,U957N1,1,1,,,,0.0006800735254457658
3,U957P3,U957Z102P,U957N1,1,1,,,,0.0007244308110549545
4,U957P4,U957S1E5,U957N2,1,1,,,,0.00017204650539546246
5,U957P5,U957N1,U957N2,2,1,,,,0.00028442925303992685
1,U601P1,U601N1,U601N2,2,1,,,,0.00023409399823527607
2,U601P2,U601N3,U601N4,5,1,,,,5.3851648062049394e-5
3,U601P3,U601Z101P,U601Z102P,1,1,,,,4.999999995334292e-5
4,U601P4,U601Z102P,U601N1,1,1,,,,0.0006648308055205413
5,U601P5,U601Z101P,U601N1,1,1,,,,0.0006484597134550468
6,U601P6,U601Z101P,U601N3,1,1,,,,0.000726154253588371
7,U601P7,U601Z102P,U601N3,1,1,,,,0.0007400000000013673
8,U601P8,U601N2,U601N4,1,1,,,,0.00011000000000649379
9,U601P9,U601S1E2,U601N2,1,1,,,"Ryšavého ulice, Kunratický les",0.0003352610922657539
10,U601P10,U601S1E1,U601N2,1,1,,,"Bus, dálková doprava, Vinohrady, Florenc",0.00020591260280780377
1,U953P1,U953Z102P,U953N2,1,1,,,,0.00018681541691961527
2,U953P2,U953Z102P,U953N1,1,1,,,,0.00017262676503818628
3,U953P3,U953Z101P,U953N1,1,1,,,,0.00015811388302265555
4,U953P4,U953Z101P,U953N2,1,1,,,,0.0002022374841653292
5,U953P5,U953Z102P,U953N8,1,1,,"Výtah, Lift",,0.0006700000000137152
6,U953P6,U953Z101P,U953N8,1,1,,"Výtah, Lift",,0.000694622199488798
7,U953P7,U953N1,U953N3,2,1,,"Nádr. Hostivař, Petrovice",,0.00016031219541119365
8,U953P8,U953N2,U953N3,2,1,,"Nádr. Hostivař, Petrovice",,0.00019026297593790792
9,U953P9,U953N3,U953N4,1,1,,,,0.00011045361017605392
10,U953P10,U953N4,U953N5,4,1,,,,0.00019235384064526255
11,U953P11,U953N5,U953N6,1,1,,,,0.0001860107523508593
12,U953P12,U953N6,U953N7,1,1,,"Zahradní město, Na Košíku",,0.00026925824037991365
13,U953P13,U953N6,U953N9,1,1,,"Malešice, Žižkov, Vysočany",,0.00028160255681420693
14,U953P14,U953S1E6,U953N9,3,1,,,,0.0004026164427599699
15,U953P15,U953N7,U953S1E7,3,1,,,,0.00033541019661703707
16,U953P16,U953S1E5,U953N9,2,1,,,"Nádr. Hostivař, Měcholupy",0.00019416487838816348
17,U953P17,U953S1E4,U953N9,2,1,,,ulice Vyžlovská,0.00018601075239669813
18,U953P18,U953S1E1,U953N7,2,1,,,"Zahradní Město, Na Košíku",0.00017804493814190588
19,U953P19,U953S1E3,U953N7,2,1,,,"ulice Žernovská, ulice Tehovská",0.00017029386367326208
20,U953P20,U953S1E2,U953N8,5,1,,,,3.999999995585313e-5
1,U703P1,U703Z101P,U703Z102P,1,1,,,,9.999999995216059e-5
2,U703P2,U703Z101P,U703N1,1,1,,"E1 - E3, Staroměstské nám., ul. Kaprova, ul. Křižovnická, nám. Jana Palacha",,0.0005882176468010737
3,U703P3,U703Z102P,U703N1,1,1,,,,0.0006280127386991705
4,U703P4,U703N1,U703N3,4,1,80,,,0.0004512205669269052
5,U703P5,U703S1E1,U703N2,2,1,,,"E1 náměstí Jana Palacha, Rudolfinum, ulice 17. listopadu",0.00030463092425661126
6,U703P6,U703S1E2,U703N2,2,1,,,"E2 ulice Křižovnická, Karlův most, Klementinum, Národní divadlo",0.000430464865049439
7,U703P7,U703S1E3,U703N2,2,1,,,"E3 Staroměstské náměstí, ulice Kaprova, Mariánské náměstí, Josefov",0.00030870698079156673
8,U703P8,U703N2,U703N3,1,1,,,,0.00017720045144915857
1,U1140P1,U1140Z101P,U1140Z102P,1,1,,,,4.0000000012696546e-5
2,U1140P2,U1140N4,U1140Z101P,1,1,,,,8.944271907753963e-5
3,U1140P3,U1140N4,U1140Z102P,1,1,,,,7.999999996854967e-5
4,U1140P4,U1140Z101P,U1140N1,1,1,,,,0.0007752418977212792
5,U1140P5,U1140Z102P,U1140N1,1,1,,,,0.0007716216689422408
6,U1140P6,U1140N2,U1140N3,1,1,,,,0.00015132745952407657
7,U1140P7,U1140Z101P,U1140N5,1,1,,,,0.0007523961722795696
8,U1140P8,U1140Z102P,U1140N5,1,1,,,,0.0007566372975640381
9,U1140P9,U1140N6,U1140N7,1,1,,,,0.0002022374841653292
10,U1140P10,U1140N8,U1140N10,1,1,,,,0.00021587033148351734
11,U1140P11,U1140S1E4,U1140N7,1,1,,,Sídliště Stodůlky,0.00047801673614328245
12,U1140P12,U1140N9,U1140N10,1,1,,,,0.00026076809617752534
13,U1140P13,U1140S1E1,U1140N8,1,1,,,,8.062257744864646e-5
14,U1140P14,U1140S1E2,U1140N8,2,1,,,"Velká Ohrada, Luka",0.0001303840481192805
15,U1140P15,U1140S1E3,U1140N9,2,1,,,"Řepy, Nádraží Veleslavín, Sídliště na Dědině",0.00013601470510336247
16,U1140P16,U1140N5,U1140N6,2,1,,"Řepy, Nádraží Veleslavín, Sídliště Na Dědině",,0.00024083189153899508
17,U1140P17,U1140N1,U1140N2,2,1,,"Západní město, Britská čtvrť",,0.00017029386362653063
18,U1140P18,U1140S1E6,U1140N3,4,1,30,,"Západní město, Britská čtvrť",0.00038052595181606335
19,U1140P19,U1140N7,U1140N10,1,1,,BUS,,0.00012369316875953878
20,U1140P20,U1140N4,U1140S1E5,5,1,60,"Výtah, Lift",,1.0000000031595846e-5
1,U713P1,U713Z101P,U713Z102P,1,1,,,,7.810249680205248e-5
2,U713P2,U713Z101P,U713N1,1,1,,"E1-E2 ulice Starostrašnická, V Olšinách",,0.0006132699242626628
3,U713P3,U713Z102P,U713N1,1,1,,"E1-E2 ulice Starostrašnická, V Olšinách",,0.0005830951894941382
4,U713P4,U713N1,U713N2,2,1,,,,0.00011180339889776683
5,U713P5,U713N1,U713N2,5,1,,,,0.0001263441361513869
6,U713P6,U713N2,U713N3,1,1,,,,0.0002109502310712834
7,U713P7,U713S1E1,U713N2,1,1,,,"E2 ulice V Olšinách, Průběžná",0.0001526433752005718
8,U713P8,U713S1E2,U713N2,1,1,,,E1 ulice Starostrašnická,0.00011661903793392249
9,U713P9,U713S1E3,U713N3,2,1,,,,5.830951895721268e-5
1,U462P1,U462S1E1,U462N2,5,1,25,,,2.236067976938491e-5
2,U462P2,U462N2,U462N3,5,1,25,,,2.2360679794806055e-5
3,U462P3,U462N3,U462N4,5,1,25,,,2.236067976938491e-5
4,U462P4,U462S1E1,U462N4,5,1,60,,,7.398345637692468e-5
5,U462P5,U462N7,U462N8,1,1,,"Vokovická, Evropská, TRAM Divoká Šárka, BUS N. Vokovice, Slaný",,0.00019313207915630274
6,U462P6,U462N8,U462N9,1,1,,"Vokovická ulice, TRAM Divoká Šárka, BUS N. Vokovice, Slaný",Metro A,0.00031906112268485304
7,U462P7,U462Z101P,U462Z102P,1,1,,,,8.602325265808374e-5
8,U462P8,U462Z102P,U462N1,1,1,,"BUS Letiště - Airport, TRAM, BUS, Lift",,0.000594642749901774
9,U462P9,U462Z101P,U462N1,1,1,,"BUS Letiště - Airport, TRAM, BUS, Lift",,0.0005500909015882737
10,U462P10,U462N5,U462N6,1,1,,,,9.848857802325058e-5
11,U462P11,U462N7,U462N10,1,1,,"Evropská, TRAM Červený vrch, Dejvická, centrum",,0.00036138621996185266
12,U462P12,U462N1,U462N5,4,1,40,,,0.00022472205053409295
13,U462P13,U462N6,U462N7,4,1,25,,Nádraží Veleslavín,0.00027000000000043656
14,U462P14,U462N1,U462N4,1,1,,"Lift, Výtah",,7.615773104549306e-5
15,U462P15,U462S1E7,U462N10,2,1,,,,0.0001131370849855645
16,U462P16,U462S1E5,U462N8,2,1,,,"Evropská ulice, Ústřední knihovna UK",0.00029614185789820287
17,U462P17,U462S1E4,U462N9,2,1,,,"TRAM Vozovna Vokovice, Divoká Šárka",0.00025495097567138086
18,U462P18,U462S1E3,U462N9,2,1,,,Evropská ulice,0.0002607680962342013
19,U462P19,U462S1E2,U462N9,2,1,,,"Vokovická, BUS Nové Vokovice, Slaný, Louny",0.00018973665961640138
20,U462P20,U462S1E6,U462N7,4,1,20,,"BUS Letiště - Airport, Sídliště Na Dědině, Kladno, Buštěhrad",0.0004178516483379652
1,U100P1,U100S1E6,U100N6,2,1,,,,0.00015999999999394277
2,U100P2,U100S1E2,U100N7,2,1,,,"Hlávkův most,Štvanice, Těšnov",0.00019697715604650117
3,U100P3,U100S1E4,U100N7,2,1,,,"Tram, Holešovice, Libeň",0.00022847319315887088
4,U100P4,U100N3,U100N4,4,1,40,,,0.0002002498439532167
5,U100P5,U100S1E1,U100N5,2,1,,,Strossmayerovo náměstí,0.0002640075756691649
6,U100P6,U100S1E5,U100N5,2,1,,,Praha - Bubny,0.00024351591323448104
7,U100P7,U100Z101P,U100Z102P,1,1,,,,4.0000000012696546e-5
8,U100P8,U100N3,U100Z101P,1,1,,,"Tram, Centrum, Letná",0.0005600892786054021
9,U100P9,U100Z102P,U100N3,1,1,,"Tram, Centrum, Letná",,0.0005707889277509837
10,U100P10,U100N1,U100Z102P,1,1,,,"Tram, Centrum, Letná",0.0005922837158079225
11,U100P11,U100Z101P,U100N1,1,1,,"Tram, Centrum, Letná",,0.0005755866572803956
12,U100P12,U100N1,U100N2,5,1,60,,,2.99999999811007e-5
13,U100P13,U100N2,U100N4,1,1,,,,0.0001878829422902757
14,U100P14,U100N4,U100N6,1,1,,,,0.00015231546211337782
15,U100P15,U100N4,U100N5,1,1,,"Výtah, Lift",,0.00044553338816744986
16,U100P16,U100N5,U100N7,1,1,,,,0.0001486606874993416
17,U100P17,U100S1E3,U100N7,5,1,60,,,4.2426406884659574e-5
18,U100P18,U100S1E6,U100S1E7,1,1,,"Vlak, Train",,0.00028160255681420693
1,U527P1,U527N1,U527N3,2,1,,,,0.00012041594576713726
2,U527P2,U527N2,U527N4,2,1,,,,0.0001303840481192805
3,U527P3,U527N3,U527N4,1,1,,,,0.00022022715546728017
4,U527P4,U527Z101P,U527N1,1,1,,směr Háje - kolej 2,,0.00013416407861630944
5,U527P5,U527S1E2,U527Z101P,1,1,,,,0.00019416487838816348
6,U527P6,U527S1E1,U527Z102P,1,1,,,,0.0001860107523508593
7,U527P7,U527Z102P,U527N2,1,1,,Směr Letňany - kolej 1,,0.0001280624847094087
1,U474P1,U474Z102P,U474N4,1,1,,,,37.960441710153106
2,U474P2,U474Z101P,U474N4,1,1,,,,38.022243938386794
3,U474P3,U474N4,U474N5,4,1,80,"Náměstí OSN, BUS Žižkov, Malešice, Prosek, Kobylisy, Klíčov",,23.262747508842498
4,U474P4,U474Z102P,U474N6,1,1,,,,47.46489719787573
5,U474P5,U474Z101P,U474N6,1,1,,,,53.26697973313027
6,U474P6,U474S1E4,U474N1,5,1,25,,,0.449741181258174
7,U474P7,U474S1E2,U474N2,5,1,25,,,0.3008090600780689
8,U474P8,U474N2,U474N3,1,1,,,"BUS Letňany, Čakovice, BUS Avia Letňany, Kbely",18.167457551267784
9,U474P9,U474N3,U474N12,1,1,,"BUS Žižkova, Malešice, BUS Hostivař, Spořilov",,19.12092162156978
10,U474P10,U474N3,U474N5,1,1,,,,32.12330106329073
11,U474P11,U474N3,U474N2,1,1,,,,0.959079359280113
12,U474P12,U474N6,U474N7,5,1,40,,,0.365918297957782
13,U474P13,U474N5,U474N7,1,1,,,,13.454334287239213
14,U474P14,U474N8,U474N9,2,1,,,"TRAM Lehovec, centrum, Sokolovská ulice, Praha - Vysočany",15.61885972191238
15,U474P15,U474N8,U474N10,1,1,,,,33.56573971715677
16,U474P16,U474N11,U474N10,4,1,70,,,41.098369933793094
17,U474P17,U474S1E5,U474N11,1,1,,,,32.22630988819399
18,U474P18,U474Z102P,U474N9,1,1,,,,39.22442354667014
19,U474P19,U474Z101P,U474N9,1,1,,,,39.15659724687474
20,U474P20,U474Z102P,U474Z101P,1,1,,,,5.689248666046314
21,U474P21,U474N1,U474N12,1,1,,,,5.9140525423504755
22,U474P22,U474S1E7,U474N12,1,1,,,,8.026089504298639
23,U474P23,U474N2,U474S1E9,2,1,,,,12.997156597964114
24,U474P24,U474S1E8,U474N12,2,1,,,,15.274416540274983
25,U474P25,U474N12,U474S1E8,4,0,25,,,16.218708611735888
26,U474P26,U474N2,U474S1E9,4,0,25,,,14.101652030953385
27,U474P27,U474N11,U474S1E6,1,1,,,,38.027741869036355
1,U135P1,U135N3,U135Z102P,1,1,26,,,0.00039051248380211006
2,U135P2,U135N3,U135N4,4,1,75,,,0.00037363083383923053
3,U135P3,U135N2,U135Z102P,1,1,56,,,0.0008200609733962263
4,U135P4,U135Z101P,U135N2,1,1,56,,,0.0008038764186926911
5,U135P5,U135N1,U135N2,5,1,75,,,3.162277659374583e-5
6,U135P6,U135N4,U135N5,1,1,38,,,0.0005900000000451655
7,U135P7,U135N1,U135N5,1,1,33,,,0.0005103920062269997
8,U135P8,U135Z101P,U135N3,1,1,,,,0.0003733630940272877
9,U135P9,U135N5,U135S1E9,1,1,,,,0.00021213203434290913
10,U135P10,U135N5,U135S1E8,2,1,,,,0.0002319482700876147
11,U135P11,U135N5,U135S1E1,1,1,,,,0.0004940597363803422
12,U135P12,U135N5,U135N6,1,1,,,,0.00023194827013662858
13,U135P13,U135S1E3,U135N6,2,1,,,,0.00016031219541119365
14,U135P14,U135N5,U135N7,1,1,,,,0.0003026549190406405
15,U135P15,U135S1E4,U135N7,2,1,,,,0.00013038404805824482
16,U135P16,U135N5,U135N8,1,1,,,,0.0003945883931713078
17,U135P17,U135N5,U135S1E7,1,1,,,,0.0007813167878553442
18,U135P18,U135S1E5,U135N8,2,1,,,,9.219544457444806e-5
1,U921P1,U921Z101P,U921Z102P,1,1,,,,5.830951895721268e-5
2,U921P2,U921Z101P,U921N1,1,1,,,,0.0006360031446412845
3,U921P3,U921Z102P,U921N1,1,1,,,,0.0006768308503349279
4,U921P4,U921N1,U921N2,4,1,55,"E1 - E6, ul. Vinohradská, J. Želivského",,0.0007170076707840267
5,U921P5,U921N2,U921N4,3,1,,,,0.0001431782106285838
6,U921P6,U921N5,U921N4,3,1,,"E2 ulice Izraelská, BUS",,0.00013341664064952683
7,U921P7,U921N2,U921N3,3,1,,,,0.00013928388279972734
8,U921P8,U921N3,U921N6,3,1,,,,0.00017088007488740708
9,U921P9,U921S1E4,U921N2,2,1,,,"E3 ulice Jana Želivského, Olšanské hřbitovy",0.00045044422518321706
10,U921P10,U921S1E6,U921N6,2,1,,,"E5 ulice Vinohradská, H FN Král. Vinohrady",0.00016124515496074795
11,U921P11,U921S1E7,U921N3,2,1,,,"E6 ulice Vinohradská, TRAM, BUS",0.00015524174698441402
12,U921P12,U921S1E5,U921N6,2,1,,,E4 ulice Votická,0.0004328972164312345
13,U921P13,U921S1E3,U921N5,2,1,,,,0.00021213203434290913
14,U921P14,U921S1E2,U921N5,2,1,,,,0.00018248287590612663
15,U921P15,U921S1E1,U921N4,2,1,,,"E1 ulice Izraelská, ulice Vinohradská",0.0003214031735912441
16,U921P16,U921S1E1,U921N4,4,0,25,,"E1 ulice Izraelská, ulice Vinohradská",0.0003588077357741279
17,U921P17,U921N2 ,U921S1E4,4,0,25,"E3 ulice Jana Želivského, Olšanské hřbitovy",,0.00049419605701193
1,U1141P1,U1141Z101P,U1141Z102P,1,1,,,,8.944271907753963e-5
2,U1141P2,U1141Z102P,U1141N1,1,1,,,,0.0005390732788854093
3,U1141P3,U1141Z101P,U1141N1,1,1,,,,0.000567274184126965
4,U1141P4,U1141Z102P,U1141N2,1,1,,,,0.0005748912940761981
5,U1141P5,U1141Z101P,U1141N2,1,1,,,,0.0006158733635818705
6,U1141P6,U1141S1E1,U1141N4,1,1,,,"BUS Řepy, Nemocnice Motol, Dejvická",7.999999996854967e-5
7,U1141P7,U1141N2,U1141N3,5,1,40,"Výtah, Lift",,2.8284271256439716e-5
8,U1141P8,U1141N1,U1141N4,2,1,,"Bus 100, Airport",,0.0001063014581423722
9,U1141P9,U1141N3,U1141N4,1,1,,,,0.00010770329617687657
10,U1141P10,U1141N4,U1141S1E2,1,1,,"Nákupní zóna, Zličín",,7.810249676566221e-5
